Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/459.GemsFDTD-1211B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/459.GemsFDTD-1211B.champsimtrace.xz
scooby_state_446650|31|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|38|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|44|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|28|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|9|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|27|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|39|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|62|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|13|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|46|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|53|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|55|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|54|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|37|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|50|0 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|26|-29 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|20|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|0|0 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|37|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|54|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|30|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|48|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|44|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|30|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|15|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|36|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|23|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|40|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|6|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|53|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|36|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|39|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|34|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|43|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|17|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|29|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|19|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|13|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|62|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|56|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|32|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|39|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|51|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|35|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|31|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|14|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|60|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446b70|43|0 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|36|1 17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|55|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|58|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|1|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|49|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|11|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|33|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|50|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|48|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|0|0 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|58|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|15|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|47|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|40|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44666f|46|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|52|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|55|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446896|12|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446650|38|1 17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,
scooby_state_446896|59|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_44686c|54|1 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,
scooby_state_446b41|30|26 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_446650|14|1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_446b01|34|0 1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,17,
scooby_state_446650|12|1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_446b61|4|-30 0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_446650|26|1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_446650|34|1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_44666f|51|1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_446896|2|1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_446650|16|1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_44666f|57|1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_446650|27|1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_44686c|42|1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_446896|3|1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_446896|4|1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_44686c|41|1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_44666f|53|1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_44666f|52|1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_446650|28|1 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,
scooby_state_446650|11|-29 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_44666f|35|0 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,
scooby_state_446896|51|1 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,
scooby_state_446703|62|0 8,1,1,1,0,0,0,0,0,0,1,0,0,0,0,12,
scooby_state_446717|63|0 0,1,4,1,5,0,0,0,0,0,0,0,0,0,0,11,
scooby_state_446772|50|1 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_446772|6|-29 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_4465be|63|0 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_446772|11|-29 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_446626|63|57 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_446772|12|-29 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_44660f|63|0 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_446772|5|-29 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_446772|48|1 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_446772|4|-29 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_446772|28|-29 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_446626|61|57 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
scooby_state_446772|21|-29 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|47|1 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_4465fb|52|27 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_4465fb|35|27 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|8|-29 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|19|-29 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|26|-29 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|58|1 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|25|-29 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|23|-29 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|41|1 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|61|1 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|7|-29 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_4465fb|56|27 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_4465fb|54|27 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|57|1 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|39|1 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|29|-29 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|59|1 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|3|-29 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|13|-29 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|32|-29 8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,
scooby_state_446772|20|-29 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|27|-29 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|2|-29 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446626|58|57 8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,
scooby_state_446772|10|-29 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_4465fb|55|27 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_4465fb|33|27 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_4465fb|32|27 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|1|-29 8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,
scooby_state_446772|14|-29 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446626|62|57 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_4465fb|34|27 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_4465fb|31|27 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_4465fb|53|27 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|49|1 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446626|59|57 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
scooby_state_446772|18|-29 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|34|-29 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|52|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|53|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|45|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|17|-29 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|45|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|36|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|50|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|62|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|9|-29 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|48|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|60|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|51|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|47|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|15|-29 7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,
scooby_state_446772|63|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|22|-29 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446626|57|57 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|24|-29 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|36|-27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|51|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|46|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|0|-29 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|43|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|49|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|28|27 7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,
scooby_state_4465fb|29|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|58|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|44|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|33|-29 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446626|60|57 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|46|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|44|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|56|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|61|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|30|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|35|-28 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|62|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|40|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|63|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|42|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|38|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|54|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|40|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|42|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|41|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|31|-29 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|16|-29 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|37|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|60|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|30|-29 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|55|1 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|27|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|39|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|43|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|59|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_4465fb|38|27 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
scooby_state_446772|37|1 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_4465fb|57|27 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
scooby_state_44660f|0|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_446917|63|0 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_44660f|4|0 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_44684c|63|0 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
scooby_state_4469ae|63|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_44660f|61|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_446681|60|0 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
scooby_state_446703|60|0 1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,
scooby_state_44660f|1|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4465fb|61|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_44677e|63|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_44677e|21|-29 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_446703|61|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4466d9|57|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_44677e|4|-29 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_44677e|12|-29 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4466d9|63|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_446907|34|30 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_446635|1|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_44684c|61|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4469ae|54|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_446703|61|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_446389|12|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_446907|51|30 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_44677e|1|-29 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_446626|42|30 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_44677e|0|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4465db|62|0 0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_44677e|58|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_446917|62|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_44694c|58|0 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_446907|41|30 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_446902|61|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_44677e|11|-29 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_446907|30|30 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_446880|1|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_44677e|63|1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_44677e|62|-1 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4469ae|61|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_446907|42|30 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_44677e|60|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_4465fb|57|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_446626|34|30 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_44677e|4|0 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
scooby_state_446907|39|30 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_446626|39|30 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_446626|60|30 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44677e|7|-29 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44660f|24|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44677e|9|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44677e|56|28 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4466f2|30|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4466d9|60|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44666f|57|50 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_446681|26|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_446907|37|30 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_446626|57|29 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44684c|60|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4465be|63|3 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44677e|31|28 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44660f|31|28 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_446907|58|57 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44677e|1|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44691c|1|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_446a70|5|-23 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_446626|30|30 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_446917|0|-29 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44677e|41|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44677e|40|28 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4468c4|35|1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4465e9|31|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44660f|40|28 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_446b01|34|22 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_446626|60|29 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44677e|61|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4465b0|10|5 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4465db|62|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4466d9|61|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_4465fb|60|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44660f|60|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_446389|12|-21 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_446650|28|-33 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44660f|60|-1 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44677e|48|0 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_446626|56|29 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
scooby_state_44677e|49|28 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
