Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/445.gobmk-30B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/445.gobmk-30B.champsimtrace.xz
scooby_state_438bc2|47|8 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_419a5a|61|6 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40b1b0|6|-20 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4c6f6b|14|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_418aa3|9|3 0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,
scooby_state_43c9bf|38|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_419a5a|30|6 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40df7f|62|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_441f10|60|1 1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_408918|36|34 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40acc1|51|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43d5b3|22|14 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_418a73|41|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_407c03|48|41 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a670|25|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_440410|16|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_407bdf|20|4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_408a10|40|5 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_404f50|61|25 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_441dea|1|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_44a4c0|19|12 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40b069|1|-5 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43ef58|61|61 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40df56|59|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40aee1|27|11 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4089c4|39|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0ba|42|5 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4c6f6b|33|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e256|40|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_440c41|49|26 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_405480|18|-2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4073c8|42|-2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_438c85|50|10 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_407de1|60|-1 0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4086d0|27|17 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40e00c|0|-1 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_440c41|49|23 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40973a|41|-10 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4094c1|19|-10 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4579bc|38|9 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_408c70|49|11 0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,
scooby_state_489560|21|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_406700|28|15 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_404f90|62|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a720|28|3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_418aa3|61|50 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40afa9|62|56 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4c6f6b|55|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40abce|47|44 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43ccac|50|-5 2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,
scooby_state_40df7f|35|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43e0b8|2|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43d0c5|3|-60 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4058b0|34|-28 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43fdc3|55|35 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41a843|53|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_404f50|61|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40bdfa|55|49 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0f6|29|12 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_418aa3|0|0 2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,
scooby_state_41e292|36|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_405010|0|-7 0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,
scooby_state_41e0f6|57|1 0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40df7f|48|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_409723|28|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a960|37|15 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40b6c0|27|9 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40bd42|53|49 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_439109|4|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4096e6|38|24 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0f6|35|-2 0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40dfe0|63|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4048bc|42|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43b841|33|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40e049|40|0 1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,
scooby_state_407dc1|55|2 1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40e049|2|0 1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,
scooby_state_43add2|55|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43e0c0|3|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_418a93|11|-2 2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43f500|20|19 0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_406070|1|-27 1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40df7f|22|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_408d48|53|4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43af80|62|62 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_44c806|43|4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e256|30|24 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43a0b0|2|-5 1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40b182|6|-34 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43e192|6|-3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41a843|54|1 1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4c6f6b|1|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e256|7|0 1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,
scooby_state_40df7f|63|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4c6f6b|50|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_418aa3|58|0 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4c6f6b|35|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0a7|47|2 1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_438a84|42|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0f1|20|-2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40df56|43|1 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40df30|41|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_408a7f|51|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43f6d6|27|5 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0f1|35|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_405ee0|59|41 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_440680|26|4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40df7f|9|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_439700|28|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4c6f6b|9|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0a7|16|3 0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_457b53|42|-15 1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,
scooby_state_43d4c0|19|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40b1e3|7|-11 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4406c2|27|7 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4575f2|47|29 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_408028|0|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_407c48|49|6 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40df7f|28|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43a6c0|27|9 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_409680|26|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_408e40|57|-5 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4096d8|40|-11 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40df7f|14|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40af02|60|-3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43f3c4|15|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_440f06|60|18 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_409105|4|-17 1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0ba|45|5 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4078a0|34|-15 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0ba|10|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40bb42|45|19 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43db01|44|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e256|18|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_408e00|56|5 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a680|26|-22 1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_408c70|49|14 0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,
scooby_state_4c710b|17|-1 1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40bf4f|61|12 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_408a10|40|-21 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4575f2|16|-45 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0f6|46|-2 1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_408a10|40|2 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40bcef|41|1 1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40be3c|17|-10 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40b44b|17|17 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_404df9|55|-4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_48ac42|49|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4c6f6b|45|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_407731|28|22 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a8c0|35|-4 1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_419a5a|42|6 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43a680|26|16 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4575f2|33|-29 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_441dd0|55|-7 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_457b53|32|16 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_406700|28|9 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43f060|1|-14 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0a7|50|1 1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a0a0|2|-28 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4575f2|49|23 0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,
scooby_state_40ab04|44|-17 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41b5b6|44|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4c6f6b|54|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40b1b0|6|-45 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43e132|4|-51 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_404c83|50|-7 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43df82|62|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_440442|17|-23 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40df30|30|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40df30|34|0 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e292|56|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4074d3|19|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40df7f|20|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_407480|18|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4575f2|35|-8 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_407c48|49|34 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4c6f6b|5|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4c710b|19|-1 1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4066e0|40|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e256|8|-24 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_44a7c3|31|24 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_408075|52|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_449d18|52|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40bdfa|55|55 1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,
scooby_state_418aa3|55|42 0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,
scooby_state_4c6f6b|21|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a0c0|3|-44 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e256|16|0 0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,
scooby_state_4073e1|40|24 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43c880|34|26 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_404943|19|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43ff35|60|52 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40df18|30|0 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4096e6|45|25 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_438bc2|47|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40bdfa|55|-6 0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40bef5|59|41 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e2a1|29|-19 1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,
scooby_state_41e0a7|39|6 0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_407990|38|-3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4089e0|39|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_440ef9|59|18 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40cc43|24|8 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_418aa3|4|-2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_418aa3|61|0 1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,
scooby_state_40bf4f|61|57 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40cfc8|63|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_418a93|5|-8 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40bf65|61|43 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_44a284|10|-25 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_441f10|60|5 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43f6c0|27|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a742|29|5 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e2a1|58|1 1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,
scooby_state_418aa3|50|47 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_408f85|62|23 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0c2|7|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e292|41|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e2a1|13|-18 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_409010|0|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43edc2|55|4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43af42|61|54 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0ba|12|5 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0a7|51|4 0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43df6d|55|32 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_404750|29|-21 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40b44b|17|-35 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4389c5|7|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0c2|56|-2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0ba|57|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0f1|46|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40624d|5|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_408e00|56|2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a680|26|4 0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0f1|20|-4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e2a1|39|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43cb45|45|-10 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0c2|15|-2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e2a1|13|1 1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,
scooby_state_4078a0|34|3 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40a0c0|3|-58 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4c6f6b|25|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43a200|8|-7 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0a7|62|2 0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_404f90|62|25 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43ef76|61|58 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40bf89|62|62 2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,
scooby_state_440a80|42|15 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0a7|42|4 0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e256|21|-1 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40bf4f|61|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40b3c1|15|-47 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_440c41|49|-2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0ba|28|5 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0a7|17|4 0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0a7|31|3 0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43ccac|50|11 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0c2|25|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0f1|26|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_439c06|48|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43fb9e|46|11 1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0a7|11|3 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4c6f6b|59|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40bc73|49|-13 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40df30|53|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_44c280|10|2 1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4076aa|26|-24 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0ba|3|-57 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43ecc0|51|4 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_408e16|36|-2 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_43f130|4|-13 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_404d02|52|4 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_48abff|20|18 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4089a8|38|-1 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4089c4|39|-22 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_40df30|39|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_418aa3|50|-5 0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_4c6f6b|23|1 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_41e0ba|0|-60 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_440cd7|16|0 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
scooby_state_439503|20|1 0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,
