Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/471.omnetpp-188B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/471.omnetpp-188B.champsimtrace.xz
scooby_state_454349|38|0 13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,
scooby_state_454f1d|43|0 0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,14,
scooby_state_40da8f|3|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_45503c|24|0 6,0,1,0,0,1,0,0,0,0,0,0,1,2,3,14,
scooby_state_454f1d|37|0 0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,14,
scooby_state_425add|3|3 1,6,2,1,1,0,0,0,0,0,0,0,3,0,0,14,
scooby_state_43fb2a|6|-6 7,0,0,0,0,0,1,0,1,0,1,2,0,0,2,14,
scooby_state_43d755|11|-1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43a5de|63|59 0,2,0,7,2,0,0,0,1,0,0,0,0,0,2,14,
scooby_state_4497e9|11|7 1,1,0,0,0,2,0,0,0,1,0,0,0,9,0,14,
scooby_state_45def7|20|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4543a7|42|2 4,0,0,1,0,2,1,1,0,0,0,4,1,0,0,14,
scooby_state_441649|41|2 1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,14,
scooby_state_454f30|18|-2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4497e9|47|6 0,9,1,0,2,0,0,0,0,1,0,0,0,0,1,14,
scooby_state_452f40|54|12 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43d755|20|-1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_45436e|6|0 9,0,1,2,0,0,1,1,0,0,0,0,0,0,0,14,
scooby_state_44b9f8|52|3 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_45503c|53|0 7,0,0,0,0,1,0,0,0,0,0,2,1,1,2,14,
scooby_state_452f2d|63|0 6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,
scooby_state_454f30|13|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_45506a|46|0 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43a5de|63|0 0,0,0,10,1,0,1,0,0,1,0,0,0,0,1,14,
scooby_state_4497e9|4|-43 0,2,2,0,0,0,1,1,3,0,0,0,0,2,3,14,
scooby_state_502744|29|1 2,0,0,1,0,0,3,1,1,1,1,4,0,0,0,14,
scooby_state_5025ad|21|0 2,4,0,0,0,0,0,1,0,1,0,0,3,1,2,14,
scooby_state_447c4c|5|-1 10,0,0,0,2,2,0,0,0,0,0,0,0,0,0,14,
scooby_state_40e900|21|2 13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44034a|50|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_507080|52|3 7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4497e9|27|7 1,0,0,0,0,2,0,0,0,0,0,0,0,11,0,14,
scooby_state_45436e|43|0 9,1,0,1,0,1,1,0,0,0,0,1,0,0,0,14,
scooby_state_43fb0a|21|-12 2,1,0,0,11,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454f30|26|-2 13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44a9d7|32|1 0,10,0,1,0,0,0,0,1,0,0,2,0,0,0,14,
scooby_state_44a9d7|14|1 0,8,0,1,0,0,0,0,0,0,0,5,0,0,0,14,
scooby_state_501cf1|9|3 1,0,0,0,0,0,2,0,0,1,2,2,3,0,3,14,
scooby_state_45e4a8|37|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43a5de|61|59 0,2,0,9,3,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40bf09|4|-7 13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,
scooby_state_502744|13|1 2,1,2,1,0,1,0,0,2,0,0,1,1,1,2,14,
scooby_state_45def7|38|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_45503c|63|0 2,0,0,1,1,0,0,1,0,1,0,3,1,0,4,14,
scooby_state_5025ad|47|0 5,3,0,0,0,0,0,0,1,0,0,1,2,0,2,14,
scooby_state_40ded8|0|0 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44a418|7|0 7,2,0,0,0,0,0,1,0,1,0,1,0,1,1,14,
scooby_state_452f34|15|-43 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_501c59|2|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_45506a|51|0 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44b9f8|44|2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_452f2d|25|-1 12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,
scooby_state_502744|51|1 0,0,0,2,1,1,0,0,0,1,0,4,1,2,2,14,
scooby_state_45e4a8|11|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454f30|17|-2 13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4543a7|8|2 3,0,0,0,0,1,0,0,1,0,0,1,8,0,0,14,
scooby_state_46267c|40|11 1,2,10,0,0,0,0,0,0,0,0,0,1,0,0,14,
scooby_state_44b9d5|29|-8 0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,
scooby_state_5025ad|7|0 2,2,0,1,0,2,3,0,1,0,1,1,1,0,0,14,
scooby_state_4543a0|9|2 2,0,0,2,0,0,0,0,0,0,0,5,3,1,1,14,
scooby_state_452f18|23|-1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40e860|20|2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44b9d5|7|-9 0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,
scooby_state_45e4a8|14|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_45def7|56|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4403b9|61|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40bf09|9|-7 11,1,0,0,0,0,0,0,0,0,0,2,0,0,0,14,
scooby_state_452f40|57|9 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40ded8|44|2 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_501c59|33|3 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454647|62|0 0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,
scooby_state_505cc8|2|-1 0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40dd26|29|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44b9d5|41|-8 0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,14,
scooby_state_43fb2a|54|-5 5,5,0,0,0,1,2,0,0,1,0,0,0,0,0,14,
scooby_state_40bf09|12|-7 13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,
scooby_state_44034a|40|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4403b9|10|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_507080|24|3 9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_452f40|30|12 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_45e4a8|19|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454f30|29|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_46c451|14|-1 1,2,0,0,2,0,1,0,2,2,0,0,2,2,0,14,
scooby_state_40e912|20|-1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_46267c|23|11 0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40e860|48|2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454f1d|53|0 0,2,0,0,0,0,1,0,0,0,0,0,0,0,11,14,
scooby_state_507080|5|3 8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43fb0a|14|-12 0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,14,
scooby_state_46267c|36|5 2,3,7,0,0,0,0,1,0,0,0,0,0,1,0,14,
scooby_state_44b9d5|22|-9 0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,
scooby_state_43d75c|10|0 8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_441649|59|2 2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,14,
scooby_state_46c46b|35|-1 1,1,3,1,2,1,0,1,0,0,0,0,2,0,2,14,
scooby_state_45503c|36|0 5,0,0,0,0,0,2,0,0,0,0,4,1,0,2,14,
scooby_state_452f34|17|-43 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43a5de|57|57 4,0,0,1,0,1,1,0,1,0,0,4,0,1,1,14,
scooby_state_40dd26|24|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44b9d5|23|-10 0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,
scooby_state_43fb0a|40|-12 0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40bf09|13|-7 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4497e9|45|7 2,0,0,0,0,1,0,0,1,0,0,0,0,10,0,14,
scooby_state_452f40|23|9 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40e7b5|16|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_425e79|38|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_45503c|0|0 3,0,0,0,1,0,1,0,0,0,0,4,0,0,5,14,
scooby_state_46267c|35|11 1,2,9,0,0,0,1,0,0,0,0,0,0,0,1,14,
scooby_state_44b9d5|37|-8 0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,
scooby_state_425add|14|3 3,5,0,0,1,0,0,0,0,1,0,1,3,0,0,14,
scooby_state_454f1d|63|0 0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,14,
scooby_state_4497e9|5|-43 0,1,0,2,0,0,3,1,1,1,2,1,0,2,0,14,
scooby_state_454349|59|30 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40e900|12|2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_425e79|19|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40bf09|1|-7 13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,
scooby_state_44a9d7|39|1 0,3,0,2,0,1,0,0,0,3,0,5,0,0,0,14,
scooby_state_502744|21|1 2,0,0,1,2,0,0,0,0,2,1,3,0,3,0,14,
scooby_state_44b9f8|10|2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40dd26|53|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4543a0|48|2 3,0,0,0,0,0,0,1,0,1,2,4,2,0,1,14,
scooby_state_40be80|0|0 2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_45436e|1|0 8,2,0,0,0,0,0,0,0,0,1,0,1,1,1,14,
scooby_state_46c46b|15|-1 0,1,1,1,1,1,1,0,1,0,1,2,1,1,2,14,
scooby_state_45506a|19|0 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43a5de|60|59 0,3,0,8,2,0,0,0,0,0,0,0,0,0,1,14,
scooby_state_441649|50|2 3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,14,
scooby_state_4543a7|27|1 3,0,0,0,0,1,2,0,2,1,1,1,2,1,0,14,
scooby_state_43fb0a|24|-13 0,0,0,0,5,2,1,0,0,2,1,2,1,0,0,14,
scooby_state_43d755|31|-1 0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,14,
scooby_state_425add|7|3 1,5,0,0,0,0,0,0,0,0,0,0,7,1,0,14,
scooby_state_40bf09|34|-7 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_501c59|15|4 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_505cc8|17|-1 0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454372|10|0 9,1,0,0,0,0,2,0,1,0,0,0,0,1,0,14,
scooby_state_447c4c|61|-1 10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_505cc8|3|-1 0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454f1d|38|0 0,1,0,0,0,2,0,0,0,0,0,0,0,0,11,14,
scooby_state_46c451|51|-1 0,4,0,1,0,0,2,0,0,1,0,0,4,0,2,14,
scooby_state_501cf1|3|2 0,0,0,0,1,0,1,1,0,0,0,10,0,0,1,14,
scooby_state_454f1d|27|0 0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,14,
scooby_state_452f18|14|-1 2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_5025ad|24|0 5,3,0,1,1,0,2,0,1,0,0,0,0,0,1,14,
scooby_state_454372|19|0 7,0,0,0,0,3,0,1,0,0,0,0,0,0,3,14,
scooby_state_45436e|18|0 9,0,1,1,0,0,0,0,0,0,0,1,1,0,1,14,
scooby_state_4542e9|25|0 7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43fb0a|58|-2 13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43d755|28|-1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40c502|47|11 0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,
scooby_state_425add|23|3 1,4,0,0,0,0,0,0,0,0,0,0,9,0,0,14,
scooby_state_454f30|53|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4497e9|59|6 0,9,1,0,2,0,0,1,0,0,0,0,0,0,1,14,
scooby_state_45506a|38|0 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4497e9|19|7 0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,14,
scooby_state_454f1d|36|0 0,1,0,0,0,1,1,0,0,0,0,0,0,0,11,14,
scooby_state_454647|57|0 0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,
scooby_state_44a8c9|8|-2 0,1,2,0,0,0,0,0,0,8,0,0,3,0,0,14,
scooby_state_454f1d|40|0 0,2,0,0,0,1,0,0,0,0,0,0,0,0,11,14,
scooby_state_44b9d5|33|-10 0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,
scooby_state_441649|37|2 1,0,1,0,0,0,11,0,0,0,1,0,0,0,0,14,
scooby_state_454794|16|0 3,1,0,0,2,2,0,1,1,0,0,1,1,0,2,14,
scooby_state_505cc8|14|-1 0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44a9d7|12|1 0,9,0,1,0,0,1,0,0,1,0,2,0,0,0,14,
scooby_state_454f30|6|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43fb2a|19|-5 1,6,0,0,0,1,1,1,0,2,2,0,0,0,0,14,
scooby_state_441649|30|2 1,0,0,0,0,0,12,0,0,1,0,0,0,0,0,14,
scooby_state_447c4c|29|-1 11,0,0,0,2,0,0,0,0,0,0,0,0,1,0,14,
scooby_state_40dd26|14|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43fb0a|11|-12 0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_452f24|18|-34 3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,14,
scooby_state_441649|46|2 0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,14,
scooby_state_40e7b5|51|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4543a7|27|2 5,0,0,0,1,1,0,1,1,1,0,0,4,0,0,14,
scooby_state_40dd26|0|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_45def7|55|1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40e860|35|2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_447c4c|9|-1 10,0,0,0,2,0,0,0,0,0,0,0,1,1,0,14,
scooby_state_40ded8|63|2 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44b9d5|6|-10 0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,
scooby_state_45503c|57|0 1,0,0,0,0,0,1,1,0,0,0,6,1,1,3,14,
scooby_state_44ba08|0|-8 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_454f30|12|1 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_507080|22|3 7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_40dd26|36|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43d755|37|-1 0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_4403b9|32|0 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_43d75c|51|49 7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_44b9d5|15|-8 0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,14,
scooby_state_44a8c9|14|-1 0,3,0,0,0,0,0,0,0,4,0,2,5,0,0,14,
scooby_state_43fb2a|23|-6 8,1,0,1,0,0,0,0,2,0,0,0,1,1,0,14,
scooby_state_43d75c|26|0 8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_447bc5|13|-1 0,3,0,0,5,0,1,0,0,4,0,1,0,0,0,14,
scooby_state_454f30|5|-2 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,
scooby_state_447bc5|1|-1 1,2,0,0,5,0,2,1,0,3,0,0,0,0,0,14,
scooby_state_454647|50|0 0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,
scooby_state_4543a7|45|1 6,0,0,0,0,0,2,1,0,0,0,3,1,0,0,13,
scooby_state_502744|27|1 0,0,1,2,0,0,2,0,2,1,2,0,1,1,1,13,
scooby_state_454f30|4|3 11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,
scooby_state_46267c|45|11 2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_501c59|53|3 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_40dd26|21|0 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_454f1d|7|0 0,2,0,0,0,1,0,0,0,0,0,0,0,0,10,13,
scooby_state_502c68|37|3 1,2,1,0,0,0,0,0,0,1,1,1,0,0,6,13,
scooby_state_43fb0a|2|-12 0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_4024b3|33|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_4403b9|55|0 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_447c4c|21|-1 9,0,0,0,2,1,0,0,0,0,0,0,0,0,1,13,
scooby_state_425add|41|3 6,3,0,0,0,0,1,0,0,0,0,0,3,0,0,13,
scooby_state_502744|8|1 0,0,1,2,0,1,1,2,0,1,1,1,0,2,1,13,
scooby_state_452f40|63|9 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_441649|48|2 2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,13,
scooby_state_425add|59|3 1,3,0,0,1,0,0,1,0,0,1,0,4,1,1,13,
scooby_state_40ba31|45|1 0,1,2,1,0,0,0,1,1,0,1,4,1,1,0,13,
scooby_state_425add|30|3 6,2,0,0,1,0,0,0,0,1,0,1,2,0,0,13,
scooby_state_45def7|33|1 0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_43d755|49|-1 0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_454f1d|20|0 0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,13,
scooby_state_45506a|53|0 0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_425e79|36|1 0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_454372|55|0 11,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,
scooby_state_40dd26|61|0 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_45436e|27|0 5,0,1,0,0,1,0,0,1,1,0,1,0,1,2,13,
scooby_state_447bc5|27|-1 0,3,0,0,7,0,1,0,0,2,0,0,0,0,0,13,
scooby_state_40bf09|54|-7 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_40e7b5|3|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_4543a7|3|2 4,0,0,0,0,2,0,0,1,1,0,0,3,0,2,13,
scooby_state_501cf1|10|2 0,0,0,0,0,0,0,0,0,0,3,9,0,0,1,13,
scooby_state_425add|15|3 1,6,0,0,1,0,0,1,0,0,0,1,3,0,0,13,
scooby_state_505cc8|49|-1 0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_4403b9|7|0 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_45506a|5|0 0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_502adb|45|-1 0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_46267c|23|5 1,1,9,0,0,0,0,0,0,0,0,0,1,0,1,13,
scooby_state_4543a7|58|2 3,0,0,1,0,0,1,0,0,0,0,0,6,1,1,13,
scooby_state_507080|12|3 7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_454794|7|0 5,0,0,0,1,1,1,0,0,1,0,0,0,0,4,13,
scooby_state_454372|6|0 11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,13,
scooby_state_44b9d5|2|-8 0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,
scooby_state_4497e9|47|7 1,0,0,0,0,1,0,0,0,0,0,0,0,11,0,13,
scooby_state_44b9d5|50|-10 0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,
scooby_state_454372|30|0 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_45e4a8|34|1 0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_452f24|34|30 11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13,
scooby_state_501cf1|5|3 1,1,0,4,0,0,0,2,1,2,0,0,1,0,1,13,
scooby_state_454349|9|1 6,0,0,1,1,0,0,1,0,0,0,3,0,1,0,13,
scooby_state_46267c|50|2 1,10,0,0,0,0,0,0,0,0,0,0,0,1,1,13,
scooby_state_4497e9|33|7 3,0,0,0,0,3,0,0,0,0,0,0,0,6,1,13,
scooby_state_40e7b5|40|1 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_452f34|26|26 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_44b9f8|49|3 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_505cc8|48|-1 0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_501cf1|8|3 1,0,1,1,0,1,0,0,2,1,1,3,1,0,1,13,
scooby_state_44a9d7|2|1 0,9,0,1,0,0,0,0,0,0,0,3,0,0,0,13,
scooby_state_5025ad|29|0 3,3,2,0,0,0,0,1,1,0,0,0,0,1,2,13,
scooby_state_40da67|24|1 0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,13,
scooby_state_4543a0|26|2 2,0,0,0,0,0,0,0,0,0,0,7,3,1,0,13,
scooby_state_46c46b|48|-1 0,0,0,1,0,2,1,1,1,3,0,1,1,0,2,13,
scooby_state_46267c|20|11 0,4,8,0,0,0,1,0,0,0,0,0,0,0,0,13,
scooby_state_452f18|62|-1 3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_502c68|41|4 0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,
scooby_state_454647|12|0 0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,13,
scooby_state_5025ad|38|0 7,2,0,1,0,1,0,0,0,1,0,0,0,0,1,13,
scooby_state_452f2d|16|-1 10,0,1,0,0,0,0,0,0,0,0,0,0,0,2,13,
scooby_state_501cf1|53|2 0,0,0,0,0,2,1,1,0,0,1,5,1,1,1,13,
scooby_state_46c451|20|-1 1,7,0,0,3,0,1,0,0,0,0,0,0,1,0,13,
scooby_state_447c4c|37|-1 10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_454f1d|34|0 0,1,0,0,0,1,1,0,0,0,0,0,0,0,10,13,
scooby_state_40da67|56|1 0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,13,
scooby_state_425e79|54|1 0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_454647|23|0 0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,
scooby_state_43d72c|44|40 2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,13,
scooby_state_4542e9|21|0 6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_454f1d|55|0 0,1,0,0,0,3,0,0,0,0,0,0,0,0,9,13,
scooby_state_454372|38|0 8,0,0,0,1,0,0,0,0,1,0,0,1,2,0,13,
scooby_state_502744|61|1 2,0,0,2,2,0,1,2,1,0,0,1,0,1,1,13,
scooby_state_447bc5|51|-1 0,2,0,0,5,0,1,1,0,2,0,0,1,1,0,13,
scooby_state_5025ad|52|0 4,2,0,1,0,1,0,1,3,0,0,0,0,1,0,13,
scooby_state_46c451|61|-1 2,5,1,0,0,0,0,1,0,0,0,1,2,1,0,13,
scooby_state_40cac6|46|12 9,0,0,0,0,0,0,0,0,0,0,2,2,0,0,13,
scooby_state_43d755|3|-1 0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_45506a|17|0 0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_454f30|9|-2 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_44b9f8|47|-10 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_452f18|39|-1 3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
scooby_state_454f1d|44|0 0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,13,
