Original cmd-> /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/bin/perceptron-no-multi-no-ship-1core --warmup_instructions=1000000 --simulation_instructions=10000000 --l2c_prefetcher_types=scooby --config=/cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini --mail-type=BEGIN,END  -traces /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/482.sphinx3-1100B.champsimtrace.xz
*************************************************
   ChampSim Multicore Out-of-Order Simulator
   Last compiled: Nov 19 2024 20:10:11
*************************************************
parsing config file: /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/config/pythia.ini
unable to parse section: , name: mail-type, value: BEGIN,END

trace_0 /cluster/home/vlnitu/CA-Lab4-24-vlnitu/Pythia/traces/482.sphinx3-1100B.champsimtrace.xz
scooby_state_418ac2|18|-9 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40bf6c|31|-1 4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,
scooby_state_4146a6|29|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|40|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|48|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bdf|30|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403ca7|39|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|3|-3 1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,6,
scooby_state_418ac2|14|-13 3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bdb|33|1 0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403be3|14|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|34|34 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|44|29 2,0,0,0,0,0,0,1,0,0,0,0,1,0,2,6,
scooby_state_4189a2|25|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|48|2 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|60|10 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40bf32|40|-1 4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,
scooby_state_418aae|19|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_4063fe|15|1 5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,
scooby_state_40bf39|24|-1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|33|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|3|-47 0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,6,
scooby_state_418ab2|45|39 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|35|-20 3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,6,
scooby_state_403cb3|36|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|40|10 1,0,0,0,0,0,1,3,0,0,1,0,0,0,0,6,
scooby_state_418aae|33|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bf7|57|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|30|18 0,2,0,0,0,0,0,0,0,1,1,1,0,1,0,6,
scooby_state_418ac2|31|26 3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,6,
scooby_state_403be3|8|2 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|48|17 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|11|-6 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|1|-43 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_4189a2|54|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40f529|48|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|21|-8 2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,6,
scooby_state_418ac2|7|-4 0,1,0,1,0,0,0,1,0,2,1,0,0,0,0,6,
scooby_state_418aae|59|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|20|7 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|58|10 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_4013e8|6|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_41899e|26|2 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|45|-3 4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,
scooby_state_40bf32|34|-1 4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,
scooby_state_418aba|31|-18 0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,6,
scooby_state_418aba|58|-2 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_4146a6|14|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40bf32|47|-1 3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,
scooby_state_403cb3|39|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401898|33|2 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_41899e|44|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_41899e|1|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|60|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_4063f4|60|2 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bf7|7|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|23|-1 0,1,0,0,0,1,1,2,0,0,0,0,0,0,1,6,
scooby_state_40f55e|23|-1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40f55e|51|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,
scooby_state_401742|45|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|28|14 2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,6,
scooby_state_418ab2|59|5 4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|7|-50 4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|11|5 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40f2c2|40|0 4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|17|13 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|7|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|31|7 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|41|30 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40bfd6|45|0 1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,6,
scooby_state_40f536|37|-1 2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|39|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|41|33 0,0,1,0,0,1,0,0,0,1,0,0,1,0,2,6,
scooby_state_418ac2|24|-12 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401898|29|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|54|-1 4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,
scooby_state_418aba|51|13 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40f2c2|21|0 3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40f529|24|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40f2c8|0|-1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40f536|43|-1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403ca7|38|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_4013e8|13|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aae|30|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bd7|5|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40c056|10|-3 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|34|-20 1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,6,
scooby_state_4013e8|14|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bd3|11|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|31|29 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40fae5|42|-1 2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,6,
scooby_state_418aae|22|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40fb2b|24|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40bf39|15|-1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|62|35 3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,6,
scooby_state_418ab2|32|26 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|27|16 4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,
scooby_state_401742|28|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_41899e|9|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_41899e|36|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|21|-6 0,1,1,0,0,0,0,0,0,0,1,2,1,0,0,6,
scooby_state_418aba|33|-9 0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,6,
scooby_state_418ab2|20|-20 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|17|-3 0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,6,
scooby_state_403bfc|54|2 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bf7|54|2 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bfc|58|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|38|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|15|-15 1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,6,
scooby_state_403ca7|45|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|55|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_41899e|15|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|53|39 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|9|-40 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|46|36 0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,6,
scooby_state_401742|5|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_41899e|10|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|30|4 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bdb|58|4 0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|25|-36 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_4189a2|13|0 5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|20|-23 5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|5|-43 4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|31|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|18|-41 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|16|8 0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,6,
scooby_state_40fb2b|40|0 2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,6,
scooby_state_418ab2|35|19 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|50|11 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40f55e|18|-1 3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,
scooby_state_403bdb|19|1 0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|34|-16 0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,6,
scooby_state_403be3|24|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|45|-5 3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,
scooby_state_403bdb|12|0 0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bfc|24|20 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|43|-5 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab6|37|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab6|59|1 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_4189a2|60|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|54|43 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bf7|45|20 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_414d03|14|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|53|-8 0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,6,
scooby_state_403bdf|50|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bf7|4|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|47|-13 1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,6,
scooby_state_403c25|4|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_4013e8|32|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|28|12 2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,6,
scooby_state_40fb2b|54|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40bf48|7|-10 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_4189a2|24|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403c3d|61|1 0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|62|18 1,0,0,0,0,0,1,0,1,0,0,0,2,0,1,6,
scooby_state_403bf7|58|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403c3d|34|2 0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418abe|53|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|41|3 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403be3|56|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aae|37|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|54|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|27|-2 0,0,0,3,0,0,0,0,0,0,1,0,1,0,1,6,
scooby_state_418ac2|49|44 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418abe|54|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab6|52|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|57|-2 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab6|42|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40bf39|44|-1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|38|-6 4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,
scooby_state_403bfc|45|20 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40f370|55|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403c3d|57|2 2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_4189a2|38|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403ca7|48|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_4063f4|9|-1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401898|61|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403c3d|46|1 0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|57|21 3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6,
scooby_state_401742|25|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|16|-16 0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,6,
scooby_state_418ab2|14|-27 1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,6,
scooby_state_418aba|2|-45 0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|32|25 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_414d03|11|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|53|45 1,1,0,0,0,1,0,0,0,0,0,1,2,0,0,6,
scooby_state_418aba|13|-23 3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,
scooby_state_403bdb|37|1 0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|29|20 5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|41|-15 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bfc|41|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|7|5 4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,
scooby_state_418ab2|2|-41 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|62|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403c3d|5|4 2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|38|7 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|2|-35 4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,
scooby_state_40f2c2|5|-19 3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|52|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|44|-18 1,0,0,0,0,2,0,1,1,0,0,0,0,1,0,6,
scooby_state_418aba|14|-14 0,2,1,0,1,0,0,0,0,0,0,0,1,0,1,6,
scooby_state_418aba|28|26 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bf7|31|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bf7|24|20 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|57|24 1,1,1,0,1,0,0,0,0,0,0,2,0,0,0,6,
scooby_state_418ab6|53|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|18|-6 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403c25|33|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|6|-9 5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,
scooby_state_418abe|6|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|26|20 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_41899e|35|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|17|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bdb|17|1 0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|37|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bfc|57|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40f536|55|-1 2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bfc|7|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|41|37 0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,6,
scooby_state_403bfc|19|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aae|31|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|24|12 0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,6,
scooby_state_401898|19|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_41899e|22|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40f529|29|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bdb|24|1 0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|9|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|28|-3 4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,
scooby_state_418ab6|17|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|42|-21 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|16|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_4189a2|40|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|63|53 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bdb|61|1 0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|49|33 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|32|15 2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,6,
scooby_state_4189a2|55|2 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403c25|37|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_4189a2|6|4 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|51|4 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40f2c8|25|-1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|36|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40f2c2|55|0 4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|26|16 2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40f2c8|26|-1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aba|30|-17 5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aae|35|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|42|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403be3|4|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|23|-8 2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,6,
scooby_state_418aba|13|-8 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_4189a2|10|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_4189a2|3|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bfc|32|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403cb3|49|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bd7|32|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_401742|32|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40bf39|28|-1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_41899e|42|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40bf39|4|-1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40f37d|20|-1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|46|40 5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab6|32|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_41899e|7|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|48|35 4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,
scooby_state_418abe|33|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418aae|50|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_4063f4|34|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403bdb|9|1 0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ac2|55|33 0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,6,
scooby_state_418ac2|8|3 0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,6,
scooby_state_418ab2|2|-43 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40f529|39|0 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40f370|24|-13 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403c3d|40|1 0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab6|6|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_403be3|50|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_41899e|43|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_418ab2|42|-1 1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,6,
scooby_state_403ca7|46|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_41899e|34|1 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
scooby_state_40c12e|14|-4 1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,6,
scooby_state_403bdb|52|1 0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,
